title	text	label	type
170812 소녀시대 홀리데이 리허설 직캠 SNSD Rehearsal 4K fancam - Holiday (DMZ 평화콘서트) by Spinel	소녀시대 리허설만 보면 수영 후드입고 춤춘거밖에 생각이안나 ㅜㅜㅠㅋㅋㅋㅋㅋ	0	0
비까리	썸낼 잘 보면 위후보 김채원 비까리라고 적혀있음ㅋㅋㅋ	0	0
[IU] 'Blueming' 응원법	대가수인 아이유님도 조금 민망해하셨는데신인가수인 유산슬님은 미치도록 민망 할 수 밖에 없던거였어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
어떻게 갑자기 왜 삭발을 했냐구요?!?!?	일날 다같이 뱉어보자구요	0	0
Doja Cat - say so (feat.Nicki Minaj) Redlic Han x Solar dance choreography	괜찮다면 또	0	0
엑소_으르렁_댓글모음	우리 그 시절 모두가 김여주가 되어보고 가정부도 되어보고 쇼타임도 챙겨보고 그랬잖아 룸메이트도 보고 그때의 우리는 모두 엑소엘이었잖아	0	0
EXO_으르렁 (Growl by EXO@Mcountdown 2013.8.22)	와 ㅅㅂ 벌써 세월이 오지게흘러서 엑소로 추억팔이하는 때가 오다닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 믿을 수 없다	0	0
[입덕직캠] (여자)아이들 수진 직캠 4K ‘Senorita’ ((G)I-DLE SOOJIN FanCam) | @MCOUNTDOWN_2019.3.14	서수진파트때 남자팬분이랑 여자팬분 존나 환상의하모니ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 남자분이 워어 이러면 여자분이 꺄아악 하는데 개웃김	0	0
[온스테이지2.0]백예린 - 그건 아마 우리의 잘못은 아닐 거야	일단 백예린은 절대 잘못이 없다	0	0
[온스테이지2.0]백예린 - 그건 아마 우리의 잘못은 아닐 거야	그래 우리 예린이는 잘못 없다 옆 동네 수치심이 없는자와 숱이 심히 없는 자의 잘못이다	0	0
[뮤뱅] 제국의 아이들 ZE:A - 후유증 (20120817)	슬픈이야기 노래하는데 왜 헤어져서 신난거같지 하트날라고 난리났네ㅋㅋㅋㅋㅋㅋㅋ 팬서비스점 곡이해도점	0	0
안녕하세요! 드디어 솔라의 채널이 오픈했어요^^	솔라가 시도했으면 하는 아주 사소한 것부터 어마무시 한 것들 까지 그게 무엇이든 댓글로 마구마구 달아주세요 적극적으로 반영해 레고 할게요	0	0
[SUB] Q&A 답변 영상	  세경씨 그렇게 안봤는데 정말 친절한 사람이네	0	0
Believer - Imagine Dragons (cover by jinsoulcoe)[4K]	머리카락 밑에서 손바닥으로 팡팡해보거싶다	0	0
Believer - Imagine Dragons (cover by jinsoulcoe)[4K]	사실 이누나는 발로 피아노 치고있어서가만히 못있는거임	0	0
나도 병뚜껑 날려봄 ㅋㅋㅋㅋㅋ bottle cap Challenge	                          감사합니다  용선언니	0	0
[뮤뱅] 제국의 아이들 ZE:A - 후유증 (20120817)	 박형식 어깨 왜케 잘돌려 미치겠네	0	0
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons	머리카락 밑에서 손바닥으로 팡팡해보거싶다	0	0
[IU] 'Blueming' 응원법	왼쪽이 이지금가운데가 아이유오른쪽이 이지은 입니다다 닮아서 헷갈릴 수 있느니 조심하세요	0	0
엑소_댄싱킹_댓글모음	근데 이 전설의 시작은 또 광희였다는 거 ㅋㅋ그 편지에다 유재석엑소 콜라보 적고 그 올해의 버킷리스트였나 암튼 거기 우체통에다 넣어서ㅋㅋㅋㅋㅋ	0	0
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons	사실 이누나는 발로 피아노 치고있어서가만히 못있는거임	0	0
TVXQ - The way U are, 동방신기 - 더 웨이 유 아, Music Camp 20040717	이거 처음 보는 사람들은 저 당시에는 저런 머리가 유행했나 싶을텐데 아닙니다 저 당시에도 이상하다고 그랬습니다ㅋㅋㅋㅋㅋ	0	0
비까리	제목이 아이즈원 비올레타 김채원 킬링파트 날비추는 빛깔이 킬링파트 모음 했으면 아무도 안들어왔음 이영상 중독성은 제목이 할임	0	0
[Comeback Stage] TVXQ - Something, 동방신기 - 썸씽, Music core 20140104	ㅅㅂ 여긴 아직이라는 댓글 개웃기네ㅋㅋㅋㅋㅋㅋ한국인들 알고리즘이랑 술래잡기 하는듯	0	0
Believer - Imagine Dragons (cover by jinsoulcoe)[4K]	사실 벽도 노랗게 지려서 노란색이라는게 학교의  점심	0	0
사랑하긴 했었나요... - 잔나비 (cover by 최진솔)[4K]	이게 왜 원곡보다 조회수가 높은거야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
♬빙그레 메이커를 위하여♬ | 빙그레X빙그레우스	난 빙그레가 이렇게까지 빙그레우스에 진심일 줄은 몰랐지	0	0
살면서 정말 최악의 고통을 맛봄......사랑니실사주의	사실 이 영상 폐기하려고 했는데 내길 잘한 것 같아요ㅋㅋㅋㅋㅋㅋ너무 이상해서 없애버릴려고 했거든요ㅋㅋㅋㅋㅋㅋㅋ	0	0
2PM - 우리집(My House) Mix (Live Compilation/무대교차편집)	혹시나해서 말하는데 연말무대에 이거 커버할생각하지마라  꼬맹이들	0	0
오마이걸(OH MY GIRL) - 다섯 번째 계절(SSFWL) # 교차편집(Stage mix) KPOP 무대영상 [1440P]	진짜 노래 잘 뽑았다 소속사는 제발 잣같은 원숭이 노래 주지 말아라	0	0
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons	사실 벽도 노랗게 지려서 노란색이라는게 학교의  점심	0	0
2PM - My House (우리집) [Music Bank K-Chart / 2015.06.19]	이때는 몰랐습니다 남돌 피지컬이 퇴화할줄은돌아와 주십쇼	0	0
[IU CLIP] '사랑이 잘' LIVE with 오혁	이런 영상은 로 보면 더 분위기 있답니당	0	0
크리스토퍼 (Christopher) - BAD 가사 번역 라이브 비디오	댓글들 개재밌닼ㅋㅋㅋㅋ역시 주접은 한국인들 주접이 제일 귀엽고웃긴듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
12시간동안 갇혀있으면 이렇게 됩니다...What will I do during the 12-hour flight?	나도 지금 보니까 먹기만 하는거 실화ㅋㅋㅋ          	0	0
[뮤뱅] 제국의 아이들 ZE:A - 후유증 (20120817)	망한 조별과제를 무대로 표현한 거 같다	0	0
유노윤호 “창민아 생일 축하한다!!!!!”	근데 더 웃긴게 옛날에 저 무대를 생방송으로 볼땐 전혀 웃기지 않고 동생 생일 축하해주는게 보기 좋다고 생각했었음 ㅋㅋㅋㅋㅋ	0	0
초봄과 용콩별콩의 첫 콜라보!!!!! cho-bom and yongkongbyulkong's First collaboration!!!	언제일진 모르지만 보미편에서는 보미가 엄청난 아이디어 생각함요ㅎㅎ           	0	0
크리스토퍼 (Christopher) - BAD 가사 번역 라이브 비디오	형 머리가좀 엉망이네 내가 너무 많이 핥았나	0	0
[IU TV] 아이유 분노의 티켓팅!	얘는 자세가 안되어 있네누구 콘서트인데감히몇분 전에 앉아서	0	0
솔로앨범 나오기전에 공개하는 준비과정ㅋㅋ(역대급실수주의....눈물흘림)	모두의 의견은 정말 소중한 것입니다	0	0
"2PM ""10 out of 10(10점 만점에 10점)"" Undisclosed Practicing Video Clip"	아닠 우리집 연습영상 댓에 뭘 입을지 모르겠으면 입지말라는 댓글 있던데 예전에 이미 실현했었넼ㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
[입덕직캠] 에이프릴 나은 직캠 4K ‘예쁜 게 죄(Oh! my mistake)’ (APRIL NA EUN FanCam) | @MCOUNTDOWN_2018.10.18	 월 이후 오신분들 출책 바랍니다	0	0
5개국어 작업멘트로 꼬셔보기	구독자 애칭  탈모이유  한올이 간절해서	0	0
Believer - Imagine Dragons (cover by jinsoulcoe)[4K]	속보 최진솔 심각한 다리부상으로 수술대 올라	0	0
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons	속보 최진솔 심각한 다리부상으로 수술대 올라	0	0
[Rain & Tae Jin Ah] - LA SONG @ Popular song Inkigayo 140126	입술을 깨물었는가 혀를 내밀었는가 갑자기 정색을 하는가 	0	0
B1A4 - Good Night, B1A4 - 잘자요 굿나잇, Music Core 20120526	남자아이돌 대 쓰레기 시점의 곡  나만 바라봐 향수 뿌리지마 잘자요 굿나잇	0	0
[입덕직캠] TXT 수빈 직캠 4K '9와 4분의 3 승강장에서 너를 기다려 (Run Away)' (TXT SOOBIN FanCam) | @MCOUNTDOWN_2019.10.24	얘네 그룹은 뭘까 강태현은 눈딱코딱입딱 이라면 최수빈은 눈흐엥코흐엥입흐엥	0	0
놀라지마세요!!!!!!!실시간 민낯공개ㅋㅋㅋㅋ	민낯도 괜찮죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
우리집 준호	분이라며살 됫다고	0	0
Cell Block Tango 커버 - 뮤지컬 시카고 (자막 있어요!)	버니가 껌 터뜨리는 소리에지킬 영의 여섯명의 부인윌버가 칼에 찔리는 소리자신이 했냐고 묻는 물음에 부정하면서 낸 소리	0	0
[직캠] 백예린(Baek Yerin) - Square	어바웃타임 결혼식 장면 보는거 같다 비바람에 엉망이지만 그래도 즐거운	0	0
한예슬의 일상 메이크업은? | Daily Makeup	간지 오진다 입생로랑 협찬  찐홍보모델  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
[IU CLIP] '사랑이 잘' LIVE with 오혁	미리  말 할게라 노래 전에 미리 말 나오는거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
INFINITE - Man In Love, 인피니트 - 맨 인 러브, Music Core 20130406	차은우 세대는 엘이라고 할 수있다	0	0
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons	최진솔 껌이네 ㅋ	0	0
Believer - Imagine Dragons (cover by jinsoulcoe)[4K]	최진솔 껌이네 ㅋ	0	0
비까리	와 뭐야 나 여태 이거 진짜 가사 뒷다리인줄 알았는데 빛깔이었엌ㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
마법소녀 광희	만능열쇠 키랑 댄싱슈즈 기광이는 무슨 죄를 지어서 타이틀에서 빠진건가요ㅋㅋㅋㅋㅋㅋ	0	0
유노윤호 “창민아 생일 축하한다!!!!!”	참 착하고 건실한데 좀 창피한 형	0	0
2PM - 우리집(My House) Mix (Live Compilation/무대교차편집)	딩고같은데에서 투피엠 섭외해줬음 조켔다 섭외해서 댓글읽기하고 버전 우리집 찍어주면 안돼요 딩고 그런거 잘하잖아	0	0
데이식스 (DAY6) - 예뻤어 (You Were Beautiful) 교차편집 (stage mix)	우리나라에서 가장 가사가 착한 구여친송ㅠㅠ 진짜 예쁜 건 한 알 한 알 모두 예쁘고 영롱한 가사인듯	0	0
The Beatles - Hey Jude (cover by 최진솔)	그녀는 한국인입니다  	0	0
2PM - 우리집(My House) Mix (Live Compilation/무대교차편집)	그래서 집주소가 뭔데	0	0
지디앤탑_집에가지마_댓글모음	뭐야 박봄 마지막에 계속 쭈글하면서 으웅 대답하는게 왤케 귀엽누	0	0
"[무한도전] (후기) 너무..사-랑스러웠어요..💕 ""BAE BAE""가 부릅니다,, ""빅뱅복사기 재석"" (ღ˘⌣˘ღ)"	이거 편집 왜케 호의적이야 ㅋㅋㅋㅋ 태호피디 악개력	0	0
[입덕직캠] 에이프릴 나은 직캠 4K ‘예쁜 게 죄(Oh! my mistake)’ (APRIL NA EUN FanCam) | @MCOUNTDOWN_2018.10.18	진짜 이건 외국인들이 많이 보는게 아니고 한국인들이 꾸준히 자주 봐서 조회수 계속 올라가고 주접댓글도 계속 바뀜ㅋㅋㅋㅋㅋ	0	0
사랑하긴 했었나요... - 잔나비 (cover by 최진솔)[4K]	최진솔 두피는 눈치있으면 노란색으로 나라	0	0
[뮤뱅] 제국의 아이들 ZE:A - 후유증 (20120817)	근데 웃긴건 제국의아이들 지금도 해체 안했을 뿐더러 탈퇴한 멤버도 한명도 없음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
[직캠] 백예린(Baek Yerin) - Square	년 월 일 오후 시를 비롯해  등 미공개곡과 신곡 이 발매된다고 해요 ㅠㅠ ㅠ ㅠ 존버단의 승리다ㅏ 	0	0
[MPD직캠] 소녀시대 직캠 4K 'Holiday' (Girl's Generation FanCam) | @MCOUNTDOWN_2017.8.10	장수그룹이 되기 위해 필요한 한 가지  여덕 	0	0
[무한도전] NO MERCI 댄스 매력 폭격기 댄싱킹 재석 (으쓱) ᕕ(ᐛ)ᕗ (으쓱) 몸짓 한 번이면 EXO 세 명 깔고(?) 간다?!	다시 보니까 되게 중고등학교에서 같은 반 친구가 있는 댄스부에서 공연할때 친구들이 더 좋아하는거 같아ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons	아기 ㅊ엄마 어머 벌써 애가 말을 하네아기 최엄마 최고해봐 최고	0	0
Believer - Imagine Dragons (cover by jinsoulcoe)[4K]	아기 ㅊ엄마 어머 벌써 애가 말을 하네아기 최엄마 최고해봐 최고	0	0
[직캠] 백예린(Baek Yerin) - Square	나 하도 봐서 저 드럼치는 사람이랑 만나면 인사할거같아	0	0
[Comeback Stage] TVXQ - Something, 동방신기 - 썸씽, Music core 20140104	그니까 이 둘이 그 세명을 버텼다는거지	0	0
[뮤뱅] 제국의 아이들 ZE:A - 후유증 (20120817)	카메라 원샷 안 잡혀도 광희는 투명도 로 뒤에 깔려있는 것 같음 ㅋㄹㅋㄱㅋㄱㅋㄱㅋㄲㅋㄱㅋㄱㅋㄱ	0	0
B1A4_이게 무슨 일이야 (What's Going On by B1A4@Mcountdown 2013.5.9)	옷때문에 년전 노래같은게 아니라 저 옷은 년전에도 구렸음 노래는 여전히 띵곡	0	0
[뮤뱅] 제국의 아이들 ZE:A - 후유증 (20120817)	이 영상 댓글 막히면 진짜 울 것 같애	0	0
슈퍼주니어_데빌_댓글모음	지뢰 파트에 최대한 안 보이게 전체 직캠으로 돌리시는 거 개웃기네 배려 감사합니당	0	0
[MPD직캠] 소녀시대 직캠 4K 'Holiday' (Girl's Generation FanCam) | @MCOUNTDOWN_2017.8.10	오래간 그룹은 이유가 있다 한명도 조금이라도 대충하는 사람이없네	0	0
10.02.21. ZE:A Mazeltov	가사 아무말대잔치ㅋㅋㅋㅋㅋ심지어 제목도 뜻찾아보니까 축하합니다ㅋㅋㅋㅋㅋㅋㅋ	0	0
드디어! 2인폴댄스 연습과정! 역대급 최고난이도...	다음에 나올 최종작품 기대 많이 해주세요	0	0
5개국어 작업멘트로 꼬셔보기	누나 소련여자랑 국적이 바뀐거 같아 한국어가 제일 어색해	0	0
[뮤뱅] 제국의 아이들 ZE:A - 후유증 (20120817)	개 못하는데 욕안먹는 유일한 그룹ㅋㅋㅋㅋㅋㅋㅋㄱㅠㅠㅜㅋㅋㅋㅋㅋㅋㅋ	0	0
[입덕직캠] 에이프릴 나은 직캠 4K ‘예쁜 게 죄(Oh! my mistake)’ (APRIL NA EUN FanCam) | @MCOUNTDOWN_2018.10.18	응원법 존나 정직해ㅋㅋㅋㅌㅋㅋ 예쁜게 죄야 니 죄야 그래그래 내 죄야 니 죄야 ㅋㅋㅋㅌㅋㅌㅋㅋ	0	0
지디앤탑_집에가지마_댓글모음	진짜 지금도 좋긴한데 저때가 더 좋았던 거 같음	0	0
드.디.어 주접댓글읽기!! Finally, reading the silly comments!!	우리 용왕님덜 고생 많으셨습니다 ㅠㅠ      	0	0
[뮤뱅] 제국의 아이들 ZE:A - 후유증 (20120817)	김동준 임시완 박형식 각각 황광희 불투명도 	0	0
INFINITE - Man In Love, 인피니트 - 맨 인 러브, Music Core 20130406	삼대 소속사가 아닌 작은 기획사에서도 남돌이 대박 날 수 있다는걸 보여준 그룹이 인피니트임	0	0
[Comeback Stage] TVXQ - Something, 동방신기 - 썸씽, Music core 20140104	 시바 불 편집ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 손가락에  넣어주지 말라고ㅠㅠㅠㅠㅠㅠㅠ	0	0
마법소녀 광희	제목이 너무 어이없게 웃겨서 들어옴	0	0
우리집 준호	유튜브 알고리즘이 아닌 직접 우리집 준호를 검색해서 오신 분들 있으신가요	0	0
사랑하긴 했었나요... - 잔나비 (cover by 최진솔)[4K]	최진솔 그는 계란 한 판을 사면 개밖에 없다	0	0
[Rain & Tae Jin Ah] - LA SONG @ Popular song Inkigayo 140126	이게 제대로 망했어야 그나마라도 좀 빨리 정신을 차렸을텐데이게 영상에서 보여지는 사유로 인해 해괴한 호응을 얻어버리며 괴랄하게나마 뜨는 바람에 결국 깡에까지 이르게 된듯	0	0
Believer - Imagine Dragons (cover by jinsoulcoe)[4K]	진짜 우리나라사람들 ㅋㅋㅋㅋ주접드립 너무 웃긴거아님ㅋㅌㅌㅌㅋ노래는 개고급진데 댓글들잌ㅋㅋㅋ개그밖에없냐	0	0
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons	진짜 우리나라사람들 ㅋㅋㅋㅋ주접드립 너무 웃긴거아님ㅋㅌㅌㅌㅋ노래는 개고급진데 댓글들잌ㅋㅋㅋ개그밖에없냐	0	0
빅스 (VIXX) - 사슬 교차편집 (Chained Up stage mix)	남자판 킹덤 하면 꼭 빅스 나와야됨	0	0
10.02.21. ZE:A Mazeltov	한 노래 안에 주제가 너무 많이 있음	0	0
"[무한도전] (후기) 너무..사-랑스러웠어요..💕 ""BAE BAE""가 부릅니다,, ""빅뱅복사기 재석"" (ღ˘⌣˘ღ)"	탑부분 진짜 소름끼친다 ㅋㅋㅋㅋㅋㅋㅋㅋ아 존낰ㅋㅋㅋㅋㅋ웃겨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
[Rain & Tae Jin Ah] - LA SONG @ Popular song Inkigayo 140126	바로는 뭐하러 나옴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0
