Unnamed: 0,title,text,label,type,tokenized
7912,[입덕직캠] 아스트로 차은우 직캠 4K 'All Night(전화해)' (ASTRO CHA EUNWOO FanCam) | @MCOUNTDOWN_2019.1.17,인간의 언어로 표현 할 수 있는 경지가 아님,1,5,"['인간', '의', '언어', '로', '표현', '할', '수', '있', '는', '경지', '가', '아님']"
7526,빅스 (VIXX) - 사슬 교차편집 (Chained Up stage mix),키큰남자들이 춤추는 무대에서 팔다리 감당 못하고 허우적거리는 사람이 없는게 레전드,1,5,"['키', '큰', '남자', '들', '이', '춤추', '는', '무대', '에서', '팔다리', '감당', '못', '하', '고', '허우적거리', '는', '사람', '이', '없', '는', '게', '레전드']"
1671,Believer - Imagine Dragons (cover by jinsoulcoe)[4K],어떤 사람이 내 에어팟에 연결해서 이거틀고감 ㅡㅡ,0,0,"['어떤', '사람', '이', '내', '에어', '팟', '에', '연결', '해서', '이거', '틀', '고', '감', 'ㅡㅡ']"
4026,[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons,와 흔들림없이 노래가 너무 쭉 이어지니까 마치 음원 틀어놓고 립싱크하는것처럼 보이네 미친,0,0,"['와', '흔들림', '없이', '노래', '가', '너무', '쭉', '이어지', '니까', '마치', '음원', '틀', '어', '놓', '고', '립싱크', '하', '는', '것', '처럼', '보이', '네', '미친']"
8136,[직캠] 백예린(Baek Yerin) - Square,노래가 바람을 불게 만드는 거 같아,1,5,"['노래', '가', '바람', '을', '불', '게', '만드', '는', '거', '같', '아']"
6665,사랑하긴 했었나요... - 잔나비 (cover by 최진솔)[4K],의문 최진솔은 왜 솔로 채널을 만들지 않는가가설은 학원에서 녹음 믹싱 맡기는게 편해서 수익분배를 넉넉히 받고 있어서 학원 직원으로 일하기로 해서,0,0,"['의문', '최진솔', '은', '왜', '솔로', '채널', '을', '만들', '지', '않', '는가', '가설', '은', '학원', '에서', '녹음', '믹', '싱', '맡기', '는', '게', '편해서', '수익', '분배', '를', '넉넉히', '받', '고', '있', '어서', '학원', '직원', '으로', '일', '하', '기', '로', '해서']"
7648,[입덕직캠] 에이프릴 나은 직캠 4K ‘예쁜 게 죄(Oh! my mistake)’ (APRIL NA EUN FanCam) | @MCOUNTDOWN_2018.10.18,와 만ㄷㄷ타팬에 머글까지 다 끌어모은건가,1,5,"['와', '만', 'ㄷ', 'ㄷ', '타', '팬', '에', '머글', '까지', '다', '끌', '어', '모은', '건가']"
8522,빅스 (VIXX) - 사슬 교차편집 (Chained Up stage mix),이거 또 레전드인게 이 컨셉 멤버들이 하자고 했던걸로 기억함,1,5,"['이거', '또', '레전드', '인게', '이', '컨셉', '멤버', '들', '이', '하', '자고', '했', '던', '걸로', '기억', '함']"
8558,우리집 준호,대한민국 사대 바다 동해 서해 남해 준호 사랑해,1,1,"['대한민국', '사대', '바다', '동해', '서해', '남', '해', '준호', '사랑', '해']"
7791,"2PM ""10 out of 10(10점 만점에 10점)"" Undisclosed Practicing Video Clip",다 늘어 터진 난닝구 입고 춤춰도 본새나는 그룹은 어디에도 없다 오직 투피엠뿐,1,5,"['다', '늘', '어', '터진', '난닝', '구', '입', '고', '춤춰도', '본', '새나', '는', '그룹', '은', '어디', '에', '도', '없', '다', '오직', '투피', '엠', '뿐']"
8055,[입덕직캠] 아스트로 차은우 직캠 4K 'All Night(전화해)' (ASTRO CHA EUNWOO FanCam) | @MCOUNTDOWN_2019.1.17,이 집 얼굴 잘하네,1,5,"['이', '집', '얼굴', '잘', '하', '네']"
2320,EXO_으르렁 (Growl by EXO@Mcountdown 2013.8.22),그시절 추팔 엑소 으르렁 엑소의 쇼타임깹숑 오호랏예헷,0,0,"['그', '시절', '추팔', '엑소', '으르렁', '엑소', '의', '쇼타임', '깹숑', '오', '호', '랏', '예', '헷']"
7161,[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons,언니같은 사람이랑 노래방가면 지나가는 사람이 동전 대신 넣어줄꺼같아요,1,5,"['언니', '같', '은', '사람', '이랑', '노래방', '가', '면', '지나가', '는', '사람', '이', '동전', '대신', '넣', '어', '줄', '꺼', '같', '아요']"
7152,2PM - My House (우리집) [Music Bank K-Chart / 2015.06.19],맴버 중에서 제일 곱상하게 생긴 닉쿤 갖다놔도 지금 남돌들 사이에 두면 수컷대장임ㄷㄷ,1,5,"['맴', '버', '중', '에서', '제일', '곱상', '하', '게', '생긴', '닉쿤', '갖', '다놔도', '지금', '남', '돌', '들', '사이', '에', '두', '면', '수컷', '대', '장임', 'ㄷ', 'ㄷ']"
7344,백예린 - 그건 아마 우리의 잘못은 아닐 거야 Cover by 주호민 (Feat. 침착맨 (이말년)) I [DF LIVE],사이비 종교에 왜 빠지게 되는지 는 이해하게 됐다 도대체 이걸 몇번 보러 오는건지,1,5,"['사이', '비', '종교', '에', '왜', '빠지', '게', '되', '는', '지', '는', '이해', '하', '게', '됐', '다', '도대체', '이걸', '몇', '번', '보', '러', '오', '는', '건지']"
8543,사랑하긴 했었나요... - 잔나비 (cover by 최진솔)[4K],대한민국엔 바다가 네 개 있다지 동해 서해 남해 그리고 진솔아 사랑해,1,1,"['대한민국', '엔', '바다', '가', '네', '개', '있', '다지', '동해', '서해', '남', '해', '그리고', '진솔', '아', '사랑', '해']"
7988,데이식스 (DAY6) - 예뻤어 (You Were Beautiful) 교차편집 (stage mix), 제이 레전드 노란 셔츠랑 넛크래커버석버석한 금발머리안경까지 갓벽 ㅠㅠ 너무사랑행,1,5,"['제이', '레전드', '노란', '셔츠', '랑', '넛', '크래커', '버석버석', '한', '금발', '머리', '안경', '까지', '갓', '벽', 'ㅠㅠ', '너무', '사랑', '행']"
7900,[우리집] 150905 DMC 페스티벌 2015_K-Pop 슈퍼콘서트_준호직캠_By Nuneogun,댓글을 보니 나만 늦게 빠진게 아닌것 같아서 다행이네 탈영해줘 오빠,1,5,"['댓글', '을', '보', '니', '나', '만', '늦', '게', '빠진', '게', '아닌', '것', '같', '아서', '다행', '이', '네', '탈영', '해', '줘', '오빠']"
4177,my favorite acc. 요즘 최애 액세서리 대공개! + 소소한 직구팁🤓,요즘 나의 최애탬이솧,0,0,"['요즘', '나', '의', '최애', '탬', '이', '솧']"
1360,(ENG) 🤦‍♀️ 어질어질한 밸런스 게임 | Love or Hate: Balance Game,언니 모름지기 유투바라면파맛첵스도전해봐야되지 않겠습니까,0,0,"['언니', '모름지기', '유투', '바라', '면파', '맛', '첵', '스도', '전해', '봐야', '되', '지', '않', '겠', '습니까']"
2178,[온스테이지2.0]백예린 - 그건 아마 우리의 잘못은 아닐 거야,백예린은 언제나 명불허전인데 코러스 여자분도 너무 잘 부르신다 좋아,0,0,"['백예린', '은', '언제나', '명불허전', '인데', '코러스', '여자', '분', '도', '너무', '잘', '부르', '신다', '좋', '아']"
7119,Believer - Imagine Dragons (cover by jinsoulcoe)[4K],내 삶은 최진솔    삶지 마세요,1,2,"['내', '삶', '은', '최진솔', '삶', '지', '마세요']"
7096,EXO_으르렁 (Growl by EXO@Mcountdown 2013.8.22),누가 그랬는데 엑소가 세대 아이돌 문 대차게 열고 앞에 콘크리트 벽 세워뒀다고ㅋㅋㅋㅋㅋㅋㅋㅋㅋ년차에도 탑 자리 지키는 엑소 정말 대단함,1,5,"['누가', '그랬', '는데', '엑소', '가', '세대', '아이돌', '문', '대차', '게', '열', '고', '앞', '에', '콘크리트', '벽', '세워뒀', '다고', 'ㅋㅋㅋ', 'ㅋㅋㅋ', 'ㅋㅋㅋ', '년차', '에', '도', '탑', '자리', '지키', '는', '엑소', '정말', '대단', '함']"
6984,"191116 아이유(IU) - 미리 메리크리스마스 (Merry Christmas in Advance) 직캠 @ Love, Poem 부산 콘서트 앵앵콜 [4K 멀티캠]",처음에 댄서분들 처음 나올때 레드립 바르신 여자 댄서분  아이들 수진 닮음 둘다 너무 이쁜뎅,0,0,"['처음', '에', '댄', '서분', '들', '처음', '나올', '때', '레', '드립', '바르', '신', '여자', '댄', '서분', '아이', '들', '수진', '닮음', '둘', '다', '너무', '이쁜', '뎅']"
7312,[입덕직캠] 에이프릴 나은 직캠 4K ‘예쁜 게 죄(Oh! my mistake)’ (APRIL NA EUN FanCam) | @MCOUNTDOWN_2018.10.18,이나은 타지에서 왔다면서요  판타지 ,1,1,"['이나은', '타지', '에서', '왔', '다면서요', '판타지']"
3208,투피엠_핸즈업_댓글모음, 이준호  할때 입 표정 싀발,0,0,"['이준호', '할', '때', '입', '표정', '싀발']"
8463,[뮤뱅] 제국의 아이들 ZE:A - 후유증 (20120817),제국의아이들  후유증 다음중 부제로 알맞은것을 고르시오김동준 솔로콘서트,1,5,"['제국', '의', '아이', '들', '후유증', '다음', '중', '부제', '로', '알맞', '은', '것', '을', '고르', '시', '오', '김동준', '솔로', '콘서트']"
7148,[우리집] 150905 DMC 페스티벌 2015_K-Pop 슈퍼콘서트_준호직캠_By Nuneogun,아침마다 보는데 웬만한 홍삼보다 힘이 더 샘솟게 해주네,1,5,"['아침', '마다', '보', '는데', '웬만', '한', '홍삼', '보다', '힘', '이', '더', '샘솟', '게', '해', '주', '네']"
4844,최강창민 170516 서울경찰홍보단 Dance Medley,이영상 보면  가수가 직업인 사람이랑 아닌 사람이 명확하게 구분되네강약조절 각 춤선 손끝 세세한 정도가 엄청 차이나 ㅜㅜㅜ진짜 아이돌 아무나 하는거 아님,0,0,"['이영상', '보', '면', '가수', '가', '직업인', '사람', '이랑', '아닌', '사람', '이', '명확', '하', '게', '구분', '되', '네', '강약', '조절', '각', '춤', '선', '손끝', '세세', '한', '정도', '가', '엄청', '차이', '나', 'ㅜㅜㅜ진짜', '아이돌', '아무', '나', '하', '는', '거', '아님']"
7356,10.02.21. ZE:A Mazeltov,이 노래 거의 마약 수준,1,5,"['이', '노래', '거의', '마약', '수준']"
7095,(ENG) 골든디스크 시상식 겟 레디 위드 미 | Golden Disc Awards Get Ready With Me,진짜 뱀파이어같다 너무 예뻐 저런 사람으로 살면 무슨 생각이 들까,1,5,"['진짜', '뱀파이어', '같', '다', '너무', '예뻐', '저런', '사람', '으로', '살', '면', '무슨', '생각', '이', '들', '까']"
8546,사랑하긴 했었나요... - 잔나비 (cover by 최진솔)[4K],언니 등산 하실 때 스틱 필요 없다면서요 판타스틱,1,1,"['언니', '등산', '하', '실', '때', '스틱', '필요', '없', '다면서요', '판타스틱']"
8542,겟레디윗미 EDM 페스티벌! | Makeover For Music Festival,이언니가 마흔이라고 집에 살쯤 두고 다니는거 같은데,1,5,"['이', '언니', '가', '마흔', '이', '라고', '집', '에', '살', '쯤', '두', '고', '다니', '는', '거', '같', '은데']"
7672,제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,마른남자가 좋은줄 알았는데 근육남이 최고인걸 알고갑니다,1,5,"['마른', '남자', '가', '좋', '은', '줄', '알', '았', '는데', '근육', '남', '이', '최고', '인', '걸', '알', '고', '갑니다']"
