title	text	label	type
[MPD직캠] 2PM 택연 직캠 우리집 Taecyeon My house Fancam Mnet MCOUNTDOWN 150618	진짜 셔츠 벗기고 몸 보고싶은 맘 반 저 셔츠입은게 좋아서 계속 입었으면 하는 맘 반 벗어 아니 벗지마 아니 벗어 아니 벗지마	1	3
오마이걸(OH MY GIRL) - Dolphin(돌핀) # 교차편집(Stage mix) KPOP 무대영상 [1440P]	 유아의 또 물보라를 일으켜 유아의 또 물보라를 일으켜 미미의 또 물보라를 일으켜 미미의 또 물보라를 일으켜	1	3
[우리집] 150905 DMC 페스티벌 2015_K-Pop 슈퍼콘서트_준호직캠_By Nuneogun	이제 그만 보고 싶다 그만 보고 싶다	1	3
WINNER - ‘REALLY REALLY’ 0409 SBS Inkigayo	아니김진우헐아니 진짜아니 진짜와 아니 김진우 진짜아니 진짜 아니 와와	1	3
백예린 - 그건 아마 우리의 잘못은 아닐 거야 Cover by 주호민 (Feat. 침착맨 (이말년)) I [DF LIVE]	주호민 좋아하지마그게 뭔데주호민 좋아하지 말라고그래서 그게 누구 냐고	1	3
데이식스 (DAY6) - 예뻤어 (You Were Beautiful) 교차편집 (stage mix)	 이 미친 그렇게 웃지마 아니 웃어 아니 웃지마 아니 웃어	1	3
[입덕직캠] 더보이즈 주연 직캠 4K ‘주문(MIROTIC)’ (THE BOYZ JUYEON FanCam) | @MCOUNTDOWN_2020.3.5	이주연에게 강한 희열을 느낍니다이주연에게 강한 희열을 느낍니다이주연에게 강한 희열을 느낍니다이주연에게 강한 희열을 느낍니다	1	3
Believer - Imagine Dragons (cover by jinsoulcoe)[4K]	언니 그거 알아요 너무 아름다운걸 보면 순간 기억이 상실된대요 아맞다 언니 그거 알아요 너무 아름다운걸 보면 순간 기억이 상실된대요 아맞다 언니 그거 알아요	1	3
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons	최진솔 좋아하지마그게 뭔데최진솔 좋아하지 말라고그거 어떻게 하는 건데	1	3
[SUB] 10일간의 배부른 챌린지 기록 (쿠키영상 있음)	세경씨 그렇게 만 봤는데 보람찬 사람이네세경씨 그렇게 만 봤는데 즐거운 사람이네세경씨 그렇게 만 봤는데 성실한 사람이네세경씨 그렇게 만 봤는데 친절한 사람이네	1	3
5개국어 작업멘트로 꼬셔보기	임한올 좋아하지마그게 뭔데임한올 좋아하지 말라고그거 어떻게 하는건데	1	3
[IU] 'Blueming' 응원법	음정 안 맞는 디테일 진짜 어떡하냐고 너무 귀여워 귀여워 귀여워 귀여워 이렇게 찍는다고 세번 촬영 했을 이지은 너무 귀여워 귀여워 귀여워 귀여워	1	3
[Comeback Stage] 2PM - I'm your man, 투피엠 - 아임 유어 맨, Music Core 20140913	장우영 제대 후 부엉이 머리 절대 장우영 제대 후 부엉이 머리 절대  장우영 제대 후 부엉이 머리 절대  장우영 제대 후 부엉이 머리 절대 	1	3
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808	빨간색 샅바 좋아하지마그게 뭔데빨간샅바한 찬섭이 좋아하지말라고그거 어떻게 하는건데	1	3
사랑하긴 했었나요... - 잔나비 (cover by 최진솔)[4K]	누가 내 가슴에다 불을 질렀나 최진솔 누가 내 심장에다 못을 박았나 최진솔	1	3
[입덕직캠] TXT 수빈 직캠 4K '9와 4분의 3 승강장에서 너를 기다려 (Run Away)' (TXT SOOBIN FanCam) | @MCOUNTDOWN_2019.10.24	투바투 더 유명해져 유명해지지 마유명해져	1	3
오마이걸(OH MY GIRL) - Dolphin(돌핀) # 교차편집(Stage mix) KPOP 무대영상 [1440P]	효정또 물보라를 일으켜 따따따따따따따따따따승희또 물보라를 일으켜 따따따따따따따따따따아린또 물보라를 일으켜 따따따따따따따따따따미미또 물보라를 일으켜 따따따따따따따따따따	1	3
[SUB]신나는 마카롱클래스 수강생일상/쌀식빵 만들기 Exciting daily life of a Macaron class student/Making rice-flour bread	세경씨 진짜 무서운 사람이네 그 많은 광고 협찬 다 칼같이 무시해 버리고 찐으로 팬이랑 소통하는 멋진 여자였어진짜 무서운 사람이야	1	3
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808	경남대가 이겼음 아무튼 이겼음	1	3
Cell Block Tango 커버 - 뮤지컬 시카고 (자막 있어요!)	잊어달라 하였느냐 잊어주길 바라느냐 미안하구나 잊으려고 하였으나 영상이 너무 좋구나	1	3
데이식스(DAY6) - 행복했던 날들이었다(days gone by) 교차편집 (Stage Mix)	누가 이별노래를 이렇게 예쁘게 불러누가 이별을 이렇게 이쁘게 추억하냐고누가 이별노래 가사를 이렇게 이쁘게 써	1	3
Vlog. A Nervous Day in the Baeksang Arts Awards 🙊 + Aerial Yoga, Power Plate	아니 우리 소히가 운전을 하다니아니 우리 소히가 해먹에서 떨어지다니아니 우리 소히가 이렇게까지 운동을 하다니아니 우리 소히가 드레스를 이렇게 이쁘게 소화하다니	1	3
데이식스(DAY6) - Sweet Chaos 교차편집 (Stage Mix)	 어떡함 어떡함 박성진씨 어떡함 어떡함 나는 어떡함 진짜 저 남자 본인의 삼과꿈미래 그 모든게 바뀌는듯이 행복한듯한 표정을 지으면	1	3
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808	황찬섭씨뭐야 왜 잘생기기까지 했어 굳이 잘생길 필요까지 있어 잘생기기까지 했어야했어	1	3
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808	아무나 이겨라 아니 이기지마 이겨 아니 이기지마 이 황홀을 끝내지마	1	3
5개국어 작업멘트로 꼬셔보기	임한올 좋아하지마그게 뭔데임한올 좋아하지 말라고그게 누군데	1	3
2PM - 우리집(My House) Mix (Live Compilation/무대교차편집)	그래그래 월요일엔 찬성이네 화요일은 준케이네 수요일은 쿤이네 가고  목은 택연이네 금은 준호네 갔다가 토요일은 우영이네 가고 일요일은 누나가 좀 쉴게	1	3
오마이걸(OH MY GIRL) - 다섯 번째 계절(SSFWL) # 교차편집(Stage mix) KPOP 무대영상 [1440P]	아 유아 진짜 ㅈㄴ ㅈㄴ 이뻐 이뻐 ㅈㄴ 이뻐	1	3
데이식스 (DAY6) - 예뻤어 (You Were Beautiful) 교차편집 (stage mix)	듣다 눈물날것같음 전남친이 저렇게 날 예쁘게 회상해준다면 난  사실 전남친 없어요 남친도 없어요 없어요 아니 없어요 그냥 없어요	1	3
